,date,open,high,low,close
42,2024-07-16T23:04:40.000000Z,65000.0,65088.0,65000.0,65082.0
43,2024-07-16T23:05:40.000000Z,65082.0,65178.11,65077.0,65115.01
44,2024-07-16T23:06:40.000000Z,65115.01,65200.0,65092.23,65092.23
45,2024-07-16T23:07:40.000000Z,65092.23,65092.23,64757.25,64815.71
46,2024-07-16T23:08:40.000000Z,64815.71,64815.71,64646.27,64700.0
47,2024-07-16T23:09:40.000000Z,64700.0,64713.9,64600.0,64603.4
48,2024-07-16T23:10:40.000000Z,64603.4,64735.0,64578.0,64711.9
49,2024-07-16T23:11:40.000000Z,64711.9,64762.0,64679.44,64712.01
50,2024-07-16T23:12:40.000000Z,64712.01,64717.9,64550.45,64563.38
51,2024-07-16T23:13:40.000000Z,64563.38,64644.01,64549.91,64596.59
52,2024-07-16T23:14:40.000000Z,64596.59,64737.02,64448.88,64737.02
53,2024-07-16T23:15:40.000000Z,64737.02,64748.0,64712.92,64716.24
54,2024-07-16T23:16:40.000000Z,64716.24,64716.24,64431.99,64474.0
55,2024-07-16T23:17:40.000000Z,64474.0,64494.08,64279.79,64400.0
56,2024-07-16T23:18:40.000000Z,64400.0,64500.49,64399.99,64500.49
57,2024-07-16T23:19:40.000000Z,64500.49,64557.01,64484.06,64519.98
58,2024-07-16T23:20:40.000000Z,64519.98,64519.98,64438.65,64442.01
59,2024-07-16T23:21:40.000000Z,64442.01,64486.71,64434.33,64466.01
60,2024-07-16T23:22:40.000000Z,64466.01,64470.0,64438.0,64440.0
61,2024-07-16T23:23:40.000000Z,64440.0,64468.0,64439.99,64459.87
62,2024-07-16T23:24:40.000000Z,64459.87,64580.0,64455.24,64526.0
63,2024-07-16T23:25:40.000000Z,64526.0,64533.82,64480.65,64528.01
64,2024-07-16T23:26:41.000000Z,64528.01,64570.37,64517.52,64536.0
65,2024-07-16T23:27:40.000000Z,64536.0,64544.0,64455.25,64464.8
66,2024-07-16T23:28:40.000000Z,64464.8,64510.02,64445.29,64460.0
67,2024-07-16T23:29:40.000000Z,64460.0,64464.8,64440.0,64445.12
68,2024-07-16T23:30:40.000000Z,64445.12,64464.8,64410.02,64410.02
69,2024-07-16T23:31:40.000000Z,64410.02,64410.02,64273.79,64322.01
70,2024-07-16T23:32:40.000000Z,64322.01,64387.68,64311.99,64323.99
71,2024-07-16T23:33:40.000000Z,64323.99,64373.18,64300.0,64373.18
72,2024-07-16T23:34:40.000000Z,64373.18,64399.0,64330.0,64359.99
73,2024-07-16T23:35:40.000000Z,64359.99,64388.0,64331.58,64332.46
74,2024-07-16T23:36:40.000000Z,64332.46,64363.71,64332.46,64354.0
75,2024-07-16T23:37:40.000000Z,64354.0,64421.99,64338.07,64421.98
76,2024-07-16T23:38:40.000000Z,64421.98,64423.08,64362.13,64405.23
77,2024-07-16T23:39:40.000000Z,64405.23,64481.44,64405.23,64481.44
78,2024-07-16T23:40:40.000000Z,64481.44,64584.41,64481.44,64576.0
79,2024-07-16T23:41:40.000000Z,64576.0,64609.39,64547.08,64547.08
80,2024-07-16T23:42:40.000000Z,64547.08,64604.9,64547.08,64586.38
81,2024-07-16T23:43:40.000000Z,64586.38,64592.0,64456.52,64482.0
82,2024-07-16T23:44:40.000000Z,64482.0,64499.99,64284.0,64284.0
83,2024-07-16T23:45:40.000000Z,64284.0,64331.23,64207.96,64231.99
84,2024-07-16T23:46:40.000000Z,64231.99,64360.19,64231.99,64351.3
85,2024-07-16T23:47:40.000000Z,64351.3,64368.0,64290.01,64353.44
86,2024-07-16T23:48:40.000000Z,64353.44,64353.44,64260.83,64346.77
87,2024-07-16T23:49:40.000000Z,64346.77,64356.0,64286.78,64302.9
88,2024-07-16T23:50:40.000000Z,64302.9,64369.49,64302.9,64365.99
89,2024-07-16T23:51:40.000000Z,64365.99,64467.75,64365.99,64429.08
90,2024-07-16T23:52:40.000000Z,64429.08,64470.0,64391.0,64469.99
91,2024-07-16T23:53:40.000000Z,64469.99,64475.99,64388.01,64426.79
92,2024-07-16T23:54:40.000000Z,64426.79,64471.22,64396.0,64396.0
93,2024-07-16T23:55:40.000000Z,64396.0,64402.44,64354.42,64354.42
94,2024-07-16T23:57:40.000000Z,64366.37,64372.0,64335.6,64372.0
95,2024-07-16T23:58:40.000000Z,64372.0,64430.8,64371.99,64426.0
96,2024-07-16T23:59:40.000000Z,64426.0,64489.99,64408.0,64489.99
97,2024-07-17T00:00:40.000000Z,64489.99,64500.0,64457.73,64457.73
98,2024-07-17T00:01:40.000000Z,64457.73,64480.32,64402.83,64480.32
99,2024-07-17T00:02:40.000000Z,64480.32,64480.32,64370.21,64404.68
100,2024-07-17T00:03:40.000000Z,64404.68,64447.32,64404.68,64409.99
101,2024-07-17T00:04:40.000000Z,64409.99,64422.0,64352.15,64360.01
102,2024-07-17T00:05:40.000000Z,64360.01,64383.58,64282.0,64282.0
103,2024-07-17T00:06:40.000000Z,64282.0,64282.0,64233.0,64247.99
104,2024-07-17T00:07:40.000000Z,64247.99,64247.99,64111.56,64169.89
105,2024-07-17T00:08:40.000000Z,64169.89,64260.93,64169.88,64242.0
106,2024-07-17T00:09:40.000000Z,64242.0,64314.31,64242.0,64302.28
107,2024-07-17T00:10:40.000000Z,64302.28,64334.96,64214.89,64214.89
108,2024-07-17T00:11:40.000000Z,64214.89,64262.0,64180.0,64206.58
109,2024-07-17T00:12:40.000000Z,64206.58,64233.65,64202.0,64204.0
110,2024-07-17T00:13:40.000000Z,64204.0,64250.0,64203.99,64240.01
111,2024-07-17T00:14:40.000000Z,64240.01,64269.58,64200.0,64234.0
112,2024-07-17T00:15:40.000000Z,64234.0,64265.88,64229.53,64245.99
113,2024-07-17T00:16:40.000000Z,64245.99,64246.0,64155.84,64215.99
114,2024-07-17T00:17:41.000000Z,64215.99,64307.0,64215.99,64307.0
115,2024-07-17T00:18:41.000000Z,64307.0,64343.62,64302.0,64307.83
116,2024-07-17T00:19:41.000000Z,64307.83,64356.0,64307.83,64341.52
117,2024-07-17T00:20:40.000000Z,64341.52,64382.01,64341.52,64353.1
118,2024-07-17T00:21:40.000000Z,64353.1,64367.08,64283.39,64283.39
119,2024-07-17T00:22:40.000000Z,64283.39,64336.0,64280.71,64328.38
120,2024-07-17T00:23:40.000000Z,64328.38,64341.21,64304.0,64328.75
121,2024-07-17T00:24:40.000000Z,64328.75,64342.04,64313.99,64327.56
122,2024-07-17T00:25:40.000000Z,64327.56,64345.79,64312.04,64345.79
123,2024-07-17T00:26:40.000000Z,64345.79,64410.0,64345.79,64409.98
124,2024-07-17T00:27:40.000000Z,64409.98,64412.0,64375.08,64412.0
125,2024-07-17T00:28:40.000000Z,64412.0,64412.0,64387.56,64395.99
126,2024-07-17T00:29:40.000000Z,64395.99,64417.99,64364.0,64364.01
127,2024-07-17T00:30:40.000000Z,64364.01,64382.0,64329.61,64329.61
128,2024-07-17T00:31:40.000000Z,64329.61,64329.61,64280.71,64280.71
129,2024-07-17T00:32:40.000000Z,64280.71,64285.39,64239.48,64285.39
130,2024-07-17T00:33:40.000000Z,64285.39,64356.0,64285.39,64315.43
131,2024-07-17T00:34:40.000000Z,64315.43,64359.37,64302.0,64351.99
132,2024-07-17T00:35:40.000000Z,64351.99,64374.46,64336.89,64354.0
133,2024-07-17T00:36:40.000000Z,64354.0,64392.0,64263.55,64316.27
134,2024-07-17T00:37:40.000000Z,64316.27,64342.04,64294.0,64339.99
135,2024-07-17T00:38:40.000000Z,64339.99,64359.55,64327.99,64339.99
136,2024-07-17T00:39:40.000000Z,64339.99,64376.0,64339.99,64361.5
137,2024-07-17T00:40:40.000000Z,64361.5,64430.0,64361.5,64428.0
138,2024-07-17T00:41:40.000000Z,64428.0,64471.98,64428.0,64471.98
139,2024-07-17T00:42:40.000000Z,64471.98,64518.49,64448.0,64518.49
140,2024-07-17T00:43:40.000000Z,64518.49,64553.83,64518.49,64527.42
141,2024-07-17T00:44:40.000000Z,64527.42,64550.0,64522.0,64533.29
142,2024-07-17T00:45:40.000000Z,64533.29,64557.5,64490.72,64490.72
143,2024-07-17T00:46:40.000000Z,64490.72,64490.72,64410.96,64430.01
144,2024-07-17T00:47:40.000000Z,64430.01,64556.36,64430.0,64556.36
145,2024-07-17T00:48:40.000000Z,64556.36,64591.14,64546.14,64591.14
146,2024-07-17T00:49:40.000000Z,64591.14,64642.79,64588.0,64600.0
147,2024-07-17T00:50:40.000000Z,64600.0,64600.0,64501.27,64570.09
148,2024-07-17T00:51:40.000000Z,64570.09,64576.77,64528.0,64528.0
149,2024-07-17T00:52:40.000000Z,64528.0,64528.01,64454.93,64461.49
150,2024-07-17T00:53:40.000000Z,64461.49,64585.0,64446.96,64574.9
151,2024-07-17T00:54:40.000000Z,64574.9,64578.34,64556.0,64560.53
152,2024-07-17T00:55:40.000000Z,64560.53,64585.0,64512.38,64512.39
153,2024-07-17T00:56:40.000000Z,64512.39,64548.93,64505.93,64529.16
154,2024-07-17T00:57:40.000000Z,64529.16,64530.0,64500.14,64500.14
155,2024-07-17T00:58:40.000000Z,64500.14,64521.97,64490.0,64512.0
156,2024-07-17T00:59:40.000000Z,64512.0,64549.12,64507.44,64536.21
157,2024-07-17T01:00:40.000000Z,64536.21,64571.06,64536.2,64551.02
158,2024-07-17T01:01:40.000000Z,64551.02,64551.02,64513.01,64534.0
159,2024-07-17T01:02:40.000000Z,64534.0,64534.0,64428.75,64428.75
160,2024-07-17T01:03:40.000000Z,64428.75,64479.77,64428.75,64452.73
161,2024-07-17T01:04:40.000000Z,64452.73,64474.0,64405.1,64452.72
162,2024-07-17T01:05:40.000000Z,64452.72,64517.0,64438.2,64513.44
163,2024-07-17T01:06:40.000000Z,64513.44,64569.48,64513.43,64548.01
164,2024-07-17T01:07:40.000000Z,64548.01,64585.0,64529.45,64585.0
165,2024-07-17T01:08:40.000000Z,64585.0,64610.36,64583.21,64587.12
166,2024-07-17T01:09:40.000000Z,64587.12,64627.73,64587.12,64617.64
167,2024-07-17T01:10:40.000000Z,64617.64,64645.0,64609.75,64619.99
168,2024-07-17T01:11:40.000000Z,64619.99,64627.99,64600.0,64614.01
169,2024-07-17T01:12:40.000000Z,64614.01,64675.94,64614.0,64649.66
170,2024-07-17T01:13:40.000000Z,64649.66,64657.99,64601.62,64609.77
171,2024-07-17T01:14:40.000000Z,64609.77,64630.0,64558.74,64606.02
172,2024-07-17T01:15:41.000000Z,64606.02,64618.0,64506.98,64530.54
173,2024-07-17T01:16:41.000000Z,64530.54,64560.0,64510.01,64532.26
174,2024-07-17T01:17:41.000000Z,64532.26,64564.46,64532.26,64536.01
175,2024-07-17T01:18:41.000000Z,64536.01,64606.63,64536.0,64606.63
176,2024-07-17T01:19:41.000000Z,64606.63,64644.99,64606.63,64640.0
177,2024-07-17T01:20:40.000000Z,64640.0,64668.0,64626.99,64651.99
178,2024-07-17T01:21:40.000000Z,64651.99,64732.37,64651.99,64722.0
179,2024-07-17T01:22:40.000000Z,64722.0,64734.0,64716.49,64730.0
180,2024-07-17T01:24:40.000000Z,64720.0,64735.0,64712.13,64734.22
181,2024-07-17T01:25:40.000000Z,64734.22,64745.99,64720.0,64727.34
182,2024-07-17T01:26:40.000000Z,64727.34,64800.0,64722.25,64799.99
183,2024-07-17T01:27:40.000000Z,64799.99,64893.7,64791.01,64791.01
184,2024-07-17T01:28:40.000000Z,64791.01,64804.96,64723.02,64723.02
185,2024-07-17T01:29:40.000000Z,64723.02,64724.0,64670.0,64705.0
186,2024-07-17T01:30:40.000000Z,64705.0,64705.0,64634.04,64693.38
187,2024-07-17T01:31:40.000000Z,64693.38,64720.3,64693.38,64699.03
188,2024-07-17T01:32:40.000000Z,64699.03,64717.99,64687.06,64706.0
189,2024-07-17T01:33:40.000000Z,64706.0,64730.93,64689.49,64730.92
190,2024-07-17T01:34:40.000000Z,64730.92,64758.0,64730.92,64757.99
191,2024-07-17T01:35:40.000000Z,64757.99,64795.0,64746.99,64795.0
192,2024-07-17T01:36:40.000000Z,64795.0,64804.77,64757.92,64757.92
193,2024-07-17T01:37:40.000000Z,64757.92,64757.93,64641.62,64668.26
194,2024-07-17T01:38:40.000000Z,64668.26,64668.27,64622.0,64622.01
195,2024-07-17T01:39:40.000000Z,64622.01,64664.0,64616.0,64663.99
196,2024-07-17T01:40:40.000000Z,64663.99,64733.99,64663.99,64703.85
197,2024-07-17T01:41:40.000000Z,64703.85,64703.85,64630.0,64635.99
198,2024-07-17T01:42:40.000000Z,64635.99,64646.0,64611.8,64612.0
199,2024-07-17T01:43:40.000000Z,64612.0,64621.76,64585.97,64589.31
200,2024-07-17T01:44:40.000000Z,64589.31,64638.99,64574.81,64626.0
201,2024-07-17T01:45:40.000000Z,64626.0,64635.0,64562.28,64562.85
202,2024-07-17T01:46:40.000000Z,64562.85,64564.0,64532.26,64539.0
203,2024-07-17T01:47:40.000000Z,64539.0,64549.19,64524.0,64526.89
204,2024-07-17T01:48:40.000000Z,64526.89,64568.04,64526.89,64542.0
205,2024-07-17T01:49:40.000000Z,64542.0,64543.89,64478.09,64502.99
206,2024-07-17T01:50:40.000000Z,64502.99,64534.0,64492.67,64533.99
207,2024-07-17T01:51:40.000000Z,64533.99,64550.0,64527.0,64528.0
208,2024-07-17T01:52:40.000000Z,64528.0,64590.92,64528.0,64590.91
209,2024-07-17T01:53:40.000000Z,64590.91,64590.92,64538.0,64590.91
210,2024-07-17T01:54:40.000000Z,64590.91,64638.33,64590.91,64638.33
211,2024-07-17T01:55:40.000000Z,64638.33,64692.11,64638.33,64680.0
212,2024-07-17T01:56:40.000000Z,64680.0,64711.0,64641.0,64711.0
213,2024-07-17T01:57:40.000000Z,64711.0,64711.0,64677.78,64702.45
214,2024-07-17T01:58:40.000000Z,64702.45,64718.39,64702.45,64718.38
215,2024-07-17T01:59:40.000000Z,64718.38,64740.0,64715.76,64740.0
216,2024-07-17T02:00:40.000000Z,64740.0,64817.2,64739.99,64777.43
217,2024-07-17T02:01:40.000000Z,64777.43,64777.43,64747.44,64747.44
218,2024-07-17T02:02:40.000000Z,64747.44,64752.97,64712.39,64739.61
219,2024-07-17T02:03:40.000000Z,64739.61,64764.29,64739.6,64763.49
220,2024-07-17T02:04:40.000000Z,64763.49,64816.0,64713.85,64805.98
221,2024-07-17T02:05:40.000000Z,64805.98,64811.19,64794.34,64802.95
222,2024-07-17T02:06:40.000000Z,64802.95,64802.95,64716.31,64758.54
223,2024-07-17T02:07:40.000000Z,64758.54,64820.5,64758.54,64811.58
224,2024-07-17T02:08:40.000000Z,64811.58,64877.68,64811.58,64877.68
225,2024-07-17T02:09:40.000000Z,64877.68,64900.0,64839.69,64841.05
226,2024-07-17T02:10:40.000000Z,64841.05,64849.48,64758.14,64758.14
227,2024-07-17T02:11:40.000000Z,64758.14,64852.88,64758.14,64848.49
228,2024-07-17T02:12:40.000000Z,64848.49,64867.77,64830.0,64831.0
229,2024-07-17T02:13:40.000000Z,64831.0,64873.0,64831.0,64868.96
230,2024-07-17T02:14:40.000000Z,64868.96,64955.46,64868.96,64918.02
231,2024-07-17T02:15:40.000000Z,64918.02,64932.65,64880.0,64895.99
232,2024-07-17T02:16:40.000000Z,64895.99,64980.0,64895.99,64936.67
233,2024-07-17T02:17:40.000000Z,64936.67,64979.99,64924.65,64973.61
234,2024-07-17T02:18:40.000000Z,64973.61,64973.62,64911.67,64918.97
235,2024-07-17T02:19:40.000000Z,64918.97,64918.97,64812.24,64855.01
236,2024-07-17T02:20:40.000000Z,64855.01,64878.88,64823.06,64847.34
237,2024-07-17T02:21:40.000000Z,64847.34,64868.37,64820.42,64868.36
238,2024-07-17T02:22:40.000000Z,64868.36,64924.9,64868.36,64924.9
239,2024-07-17T02:23:40.000000Z,64924.9,64958.76,64924.89,64958.76
240,2024-07-17T02:24:40.000000Z,64958.76,64971.05,64947.66,64959.04
241,2024-07-17T02:25:40.000000Z,64959.04,64959.05,64904.35,64904.35
242,2024-07-17T02:26:41.000000Z,64904.35,64941.13,64894.84,64922.5
243,2024-07-17T02:27:41.000000Z,64922.5,64971.33,64915.76,64971.32
244,2024-07-17T02:28:41.000000Z,64971.32,65022.91,64961.0,65013.6
245,2024-07-17T02:29:40.000000Z,65013.6,65100.0,65013.6,65087.09
246,2024-07-17T02:30:40.000000Z,65087.09,65114.65,65087.09,65096.65
247,2024-07-17T02:31:40.000000Z,65096.65,65166.81,65096.65,65133.61
248,2024-07-17T02:33:40.000000Z,65088.67,65091.28,64989.42,65051.8
249,2024-07-17T02:34:40.000000Z,65051.8,65144.29,65036.98,65134.64
250,2024-07-17T02:35:40.000000Z,65134.64,65141.34,65094.93,65115.33
251,2024-07-17T02:36:40.000000Z,65115.33,65127.63,64981.69,64984.28
252,2024-07-17T02:37:40.000000Z,64984.28,64984.28,64902.21,64944.71
253,2024-07-17T02:38:40.000000Z,64944.71,64944.71,64870.0,64927.45
254,2024-07-17T02:39:40.000000Z,64927.45,65010.87,64927.45,64990.0
255,2024-07-17T02:40:40.000000Z,64990.0,65012.15,64971.04,64982.61
256,2024-07-17T02:41:40.000000Z,64982.61,64985.0,64921.53,64923.3
257,2024-07-17T02:42:40.000000Z,64923.3,64945.0,64894.59,64910.0
258,2024-07-17T02:43:40.000000Z,64910.0,64910.0,64853.08,64869.7
259,2024-07-17T02:44:40.000000Z,64869.7,64898.11,64833.34,64833.34
260,2024-07-17T02:45:40.000000Z,64833.34,64839.69,64780.41,64795.37
261,2024-07-17T02:46:40.000000Z,64795.37,64795.37,64635.92,64635.92
262,2024-07-17T02:47:40.000000Z,64635.92,64684.79,64604.52,64684.79
263,2024-07-17T02:48:40.000000Z,64684.79,64706.63,64642.46,64706.63
264,2024-07-17T02:49:40.000000Z,64706.63,64710.49,64690.01,64706.66
265,2024-07-17T02:50:40.000000Z,64706.66,64787.22,64706.66,64787.22
266,2024-07-17T02:51:40.000000Z,64787.22,64853.19,64787.22,64853.18
267,2024-07-17T02:52:40.000000Z,64853.18,64956.95,64850.28,64956.94
268,2024-07-17T02:53:40.000000Z,64956.94,64960.01,64924.55,64947.74
269,2024-07-17T02:54:40.000000Z,64947.74,64947.74,64884.14,64892.51
270,2024-07-17T02:55:40.000000Z,64892.51,64955.0,64892.13,64955.0
271,2024-07-17T02:56:40.000000Z,64955.0,64980.18,64934.43,64934.43
272,2024-07-17T02:57:40.000000Z,64934.43,64955.0,64896.82,64955.0
273,2024-07-17T02:58:40.000000Z,64955.0,65020.34,64955.0,65020.34
274,2024-07-17T02:59:40.000000Z,65020.34,65178.83,65020.34,65164.74
275,2024-07-17T03:00:40.000000Z,65164.74,65168.74,65079.09,65110.12
276,2024-07-17T03:01:40.000000Z,65110.12,65110.12,65013.99,65013.99
277,2024-07-17T03:02:40.000000Z,65013.99,65049.01,65003.06,65049.01
278,2024-07-17T03:03:40.000000Z,65049.01,65125.07,65049.01,65088.46
279,2024-07-17T03:04:40.000000Z,65088.46,65138.96,65085.57,65101.5
280,2024-07-17T03:05:40.000000Z,65101.5,65169.86,65091.61,65134.99
281,2024-07-17T03:06:40.000000Z,65134.99,65164.05,65091.62,65135.27
282,2024-07-17T03:07:40.000000Z,65135.27,65164.04,65114.06,65122.77
283,2024-07-17T03:08:40.000000Z,65122.77,65131.07,65100.42,65131.07
284,2024-07-17T03:09:40.000000Z,65131.07,65182.99,65131.07,65160.59
285,2024-07-17T03:10:41.000000Z,65160.59,65180.78,65107.11,65180.78
286,2024-07-17T03:11:41.000000Z,65180.78,65180.79,65159.25,65179.44
287,2024-07-17T03:12:41.000000Z,65179.44,65179.44,65156.83,65156.83
288,2024-07-17T03:13:41.000000Z,65156.83,65156.84,65050.62,65062.44
289,2024-07-17T03:14:41.000000Z,65062.44,65062.44,64970.0,65002.5
290,2024-07-17T03:15:40.000000Z,65002.5,65056.77,64964.98,65056.77
291,2024-07-17T03:16:40.000000Z,65056.77,65073.97,65044.51,65073.71
292,2024-07-17T03:17:40.000000Z,65073.71,65095.15,65065.35,65095.15
293,2024-07-17T03:18:40.000000Z,65095.15,65173.92,65095.15,65117.32
294,2024-07-17T03:19:40.000000Z,65117.32,65144.11,65038.39,65050.93
295,2024-07-17T03:20:40.000000Z,65050.93,65105.25,65035.29,65035.29
296,2024-07-17T03:21:40.000000Z,65035.29,65035.29,64900.0,64937.2
297,2024-07-17T03:22:40.000000Z,64937.2,64993.51,64928.5,64993.51
298,2024-07-17T03:23:40.000000Z,64993.51,65050.61,64993.5,65050.6
299,2024-07-17T03:24:40.000000Z,65050.6,65050.6,64999.09,65008.92
300,2024-07-17T03:25:40.000000Z,65008.92,65013.46,64940.0,64940.0
301,2024-07-17T03:26:40.000000Z,64940.0,64967.91,64940.0,64949.53
302,2024-07-17T03:27:40.000000Z,64949.53,64949.53,64922.35,64923.63
303,2024-07-17T03:28:40.000000Z,64923.63,64943.62,64920.22,64927.75
304,2024-07-17T03:29:40.000000Z,64927.75,64960.1,64927.04,64960.1
305,2024-07-17T03:30:40.000000Z,64960.1,64960.1,64900.0,64902.61
306,2024-07-17T03:31:40.000000Z,64902.61,64940.02,64902.6,64910.0
307,2024-07-17T03:32:40.000000Z,64910.0,64910.0,64820.0,64857.57
308,2024-07-17T03:33:40.000000Z,64857.57,64857.98,64831.13,64857.51
309,2024-07-17T03:34:40.000000Z,64857.51,64857.51,64831.15,64831.16
310,2024-07-17T03:35:40.000000Z,64831.16,64889.6,64831.16,64889.6
311,2024-07-17T03:36:40.000000Z,64889.6,64976.94,64889.6,64948.87
312,2024-07-17T03:37:40.000000Z,64948.87,64948.88,64914.88,64914.88
313,2024-07-17T03:38:40.000000Z,64914.88,64914.88,64854.24,64887.36
314,2024-07-17T03:39:40.000000Z,64887.36,64908.29,64874.47,64874.47
315,2024-07-17T03:40:40.000000Z,64874.47,64878.63,64874.47,64874.48
316,2024-07-17T03:41:40.000000Z,64874.48,64946.58,64874.47,64938.31
317,2024-07-17T03:42:40.000000Z,64938.31,64995.97,64915.5,64915.5
318,2024-07-17T03:43:40.000000Z,64915.5,64933.01,64831.16,64831.16
319,2024-07-17T03:44:40.000000Z,64831.16,64876.7,64831.16,64842.1
320,2024-07-17T03:45:40.000000Z,64842.1,64853.89,64833.26,64835.67
321,2024-07-17T03:46:40.000000Z,64835.67,64835.67,64787.17,64812.44
322,2024-07-17T03:47:40.000000Z,64812.44,64812.44,64800.51,64803.28
323,2024-07-17T03:48:40.000000Z,64803.28,64804.99,64787.17,64804.99
324,2024-07-17T03:49:40.000000Z,64804.99,64805.0,64780.69,64792.13
325,2024-07-17T03:50:40.000000Z,64792.13,64804.97,64770.33,64778.58
326,2024-07-17T03:51:40.000000Z,64778.58,64778.58,64744.55,64744.55
327,2024-07-17T03:52:40.000000Z,64744.55,64803.84,64674.96,64796.34
328,2024-07-17T03:53:40.000000Z,64796.34,64806.8,64790.0,64802.64
329,2024-07-17T03:54:40.000000Z,64802.64,64802.65,64760.0,64767.31
330,2024-07-17T03:55:40.000000Z,64767.31,64793.52,64765.65,64793.52
331,2024-07-17T03:56:40.000000Z,64793.52,64805.0,64793.52,64800.17
332,2024-07-17T03:57:40.000000Z,64800.17,64800.17,64776.96,64776.96
333,2024-07-17T03:58:40.000000Z,64776.96,64784.66,64760.0,64760.0
334,2024-07-17T03:59:40.000000Z,64760.0,64760.0,64626.08,64626.08
335,2024-07-17T04:00:40.000000Z,64626.08,64651.82,64612.16,64628.87
336,2024-07-17T04:01:40.000000Z,64628.87,64697.48,64628.87,64697.48
337,2024-07-17T04:02:40.000000Z,64697.48,64752.59,64688.35,64746.7
338,2024-07-17T04:03:40.000000Z,64746.7,64761.3,64705.0,64705.0
339,2024-07-17T04:04:40.000000Z,64705.0,64756.94,64704.99,64756.93
340,2024-07-17T04:05:40.000000Z,64756.93,64769.08,64731.05,64731.06
341,2024-07-17T04:06:41.000000Z,64731.06,64743.89,64713.2,64725.32
342,2024-07-17T04:07:41.000000Z,64725.32,64728.56,64630.0,64630.0
343,2024-07-17T04:08:41.000000Z,64630.0,64638.33,64613.08,64638.33
344,2024-07-17T04:09:41.000000Z,64638.33,64697.49,64632.27,64697.49
345,2024-07-17T04:10:40.000000Z,64697.49,64697.49,64600.0,64615.97
346,2024-07-17T04:11:40.000000Z,64615.97,64618.55,64593.55,64593.56
347,2024-07-17T04:12:40.000000Z,64593.56,64593.56,64479.14,64557.16
348,2024-07-17T04:13:40.000000Z,64557.16,64582.02,64506.07,64582.01
